2.571528,2.571528,2.571528,2.571528,2.571528,0.8091910015443151,2.571528,2.571528,2.571528,1.5279546064427196,2.571528,2.571528,2.082329634038497,2.571528
2.5715279982231425,2.571528,2.571528,2.571528,2.571528,0.049073421774837644,2.571528,1.064005256472326,0.9773165715106413,2.571528,2.571528,2.571528,1.180914525069773,1.54398481316747
0.6620404962435,1.5597252534477366,0.5426182742395014,0.8722554687760276,2.571528,0.4576075794025245,2.571528,2.571528,2.4977212118465846,2.571528,0.7384155278461428,6.3041596766287435,1.437930290553825,2.4324898126843864
2.571528,2.571528,2.571528,6.804498377410524,2.571528,0.47335493237217596,2.571528,2.571528,1.917976199188086,0.558266541845156,2.571528,2.571528,0.9434125599917857,2.104489803191605
2.571528,2.571528,2.571528,2.571528,2.571528,0.394995165141387,2.571528,2.1915753805512,2.571528,0.9944734062496081,0.7188510006348345,2.571528,0.9029480803014209,2.571528
2.571528,2.571528,2.571528,2.438902900920016,0.5132306905559565,0.34430325249771165,2.571528,0.5595030866342832,2.571528,0.5266742376034368,2.571528,2.4256193485100592,2.571528,2.571528
1.9096053721398318,2.571528,2.571528,2.571528,0.2871854375359226,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.2771493852138307
2.571528,2.571528,2.571528,2.571528,0.9140830801900497,0.3128157587036724,2.571528,2.1007946731946645,2.571528,2.571528,2.571528,2.571528,0.18180611617909292,2.571528
2.571528,2.404082751217184,2.571528,2.571528,2.571528,2.571528,2.571528,7.473437651186695,2.571528,2.571528,2.571528,2.423193200182338,2.571528,2.160731388244128
2.571528,2.571528,2.571528,2.571528,2.571528,0.3025883558907716,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,1.3331213239657458
2.571528,2.571528,2.0683111256251907,2.571528,2.571528,0.3170010154653853,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,277.9562954460251,2.571528
2.571528,2.571528,2.571528,2.571528,2.571528,0.45566726199267427,2.571528,2.0813938814946784,2.021502873977713,2.571528,0.6676529119854571,2.571528,0.2667797639672327,2.571528
2.571528,2.571528,1.4811690363173804,2.571528,2.571528,2.1028371207385845,2.571528,2.571528,2.571528,1.6189428283531844,0.4669878266887326,2.571528,2.0944641210475576,2.571528
2.571528,1.104266842475909,2.571528,2.571528,2.571528,0.40066032379910643,2.571528,2.571528,1.747088689535772,2.571528,2.571528,2.571528,2.571528,2.571528
2.571528,2.571528,2.571528,2.571528,2.571528,2.1823096463036573,2.571528,2.571528,0.48198392453084704,2.571528,0.18243187193152233,2.571528,2.571528,2.571528
2.571528,2.571528,1.4480865371135867,1.420802934577136,2.571528,0.5485526150999234,2.0271626448199056,2.571528,2.571528,2.571528,2.398219854787772,2.5595230613152777,2.571528,2.571528
0.34129515654010945,2.571528,2.571528,2.4994266100308877,2.571528,1.8702801490851324,0.029800039010631885,2.571528,2.5147546994681367,2.571528,2.1888617490162576,2.571528,2.571528,1.710091753162542
2.2082368340124057,2.571528,0.6709294315965355,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.0423927378473867,2.571528,2.571528
2.571528,0.4350124431567681,1.7304705533261031,2.571528,2.571528,1.988336239948636,2.571528,0.38435235956784464,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528
2.571528,2.571528,2.571528,1.9282570665294978,2.571528,1.451477244047747,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528
2.571528,0.3758369849281853,0.27040381577184025,2.571528,2.571528,2.571528,2.571528,2.571528,2.571528,0.43532818816179697,0.3803856639401664,2.571528,2.4578204774411474,2.571527991214284
1.1909586479680343,0.0704989407408192,1.4333326817895355,0.24603210445660473,2.571528,2.571528,2.571528,0.7837943446948232,2.094146742990599,2.571528,2.571528,2.571528,2.571528,0.5358453243302246
